chr	start	stop
ENSMUSG00000013858	chr10	79810782	79820164
ENSMUSG00000035478	chr10	80225002	80235397
ENSMUSG00000035278	chr10	80625711	80634725
ENSMUSG00000035242	chr10	80662516	80665124
ENSMUSG00000035215	chr10	80688652	80692118
ENSMUSG00000035206	chr10	80691077	80704906
ENSMUSG00000015312	chr10	80764523	80768038
ENSMUSG00000035027	chr10	80941723	80969809
ENSMUSG00000035011	chr10	80970299	80989180
ENSMUSG00000034994	chr10	81012465	81018348
ENSMUSG00000034974	chr10	81018816	81029711
ENSMUSG00000034932	chr10	81097082	81102768
ENSMUSG00000034902	chr10	81128689	81155811
ENSMUSG00000034889	chr10	81156937	81162081
ENSMUSG00000055053	chr10	81232020	81291469
ENSMUSG00000034781	chr10	81364558	81381060
ENSMUSG00000054452	chr10	81394984	81402229
ENSMUSG00000054708	chr10	81463526	81484260
ENSMUSG00000034674	chr10	82465610	82489654
ENSMUSG00000034612	chr10	82821180	83031734
ENSMUSG00000034591	chr10	83066712	83173746
ENSMUSG00000034560	chr10	83379616	83444990
ENSMUSG00000034453	chr10	84458138	84563042
ENSMUSG00000054027	chr10	86614865	86674253
ENSMUSG00000035351	chr10	87982840	88014264
ENSMUSG00000035311	chr10	88214994	88283191
ENSMUSG00000097383	chr10	89521454	89536728
ENSMUSG00000008398	chr10	93083276	93147056
ENSMUSG00000015889	chr10	93289210	93320749
ENSMUSG00000056888	chr10	111821353	111838536
ENSMUSG00000034163	chr10	115220808	115268680
ENSMUSG00000034127	chr10	115652737	115685798
ENSMUSG00000052291	chr10	116344919	116451878
ENSMUSG00000034024	chr10	116886897	116899744
ENSMUSG00000055531	chr10	117180566	117215920
ENSMUSG00000052798	chr10	117586400	117628692
ENSMUSG00000052681	chr10	117648424	117681972
ENSMUSG00000028630	chr10	118691508	118706114
ENSMUSG00000034813	chr10	119289735	119923171
ENSMUSG00000056758	chr10	120197173	120313095
ENSMUSG00000034707	chr10	121200979	121233157
ENSMUSG00000025795	chr10	121244886	121312252
ENSMUSG00000034667	chr10	121423281	121464796
ENSMUSG00000034620	chr10	121902455	121933588
ENSMUSG00000034613	chr10	122514667	122781700
ENSMUSG00000034602	chr10	122825961	122912410
ENSMUSG00000006732	chr10	126877283	126883367
ENSMUSG00000006728	chr10	126895180	126903789
ENSMUSG00000006736	chr10	126903144	126906198
ENSMUSG00000025417	chr10	127032931	127047611
ENSMUSG00000025410	chr10	127102100	127119069
ENSMUSG00000025409	chr10	127117825	127124936
ENSMUSG00000025408	chr10	127124268	127132163
ENSMUSG00000014498	chr10	128212984	128244573
ENSMUSG00000100548	chr10	128358132	128381228
ENSMUSG00000018166	chr10	128403392	128425811
ENSMUSG00000034614	chr11	3280401	3292971
ENSMUSG00000034587	chr11	3401694	3437132
ENSMUSG00000056579	chr11	3589785	3599673
ENSMUSG00000034543	chr11	3598782	3641352
ENSMUSG00000034412	chr11	4136789	4167408
ENSMUSG00000034354	chr11	4430866	4544875
ENSMUSG00000009076	chr11	4654611	4688377
ENSMUSG00000009073	chr11	4715841	4799536
ENSMUSG00000034285	chr11	4823946	4844485
ENSMUSG00000034274	chr11	4845308	4884900
ENSMUSG00000009090	chr11	4896135	4992791
ENSMUSG00000034201	chr11	5004132	5015347
ENSMUSG00000009079	chr11	5017288	5049885
ENSMUSG00000034175	chr11	5047958	5056101
ENSMUSG00000053838	chr11	6055691	6150452
ENSMUSG00000018654	chr11	11634980	11723186
ENSMUSG00000033953	chr11	17109192	17150382
ENSMUSG00000016984	chr11	17888741	17903890
ENSMUSG00000007739	chr11	22940379	22956236
ENSMUSG00000056342	chr11	23256392	23442383
ENSMUSG00000032985	chr11	25552763	26160763
ENSMUSG00000032740	chr11	29323564	29461757
ENSMUSG00000032673	chr11	29443090	29465040
ENSMUSG00000056427	chr11	35011789	35602786
ENSMUSG00000011256	chr11	45946775	46038172
ENSMUSG00000015837	chr11	50089572	50107684
ENSMUSG00000097887	chr11	50127780	50179666
ENSMUSG00000007850	chr11	50267127	50277364
ENSMUSG00000007777	chr11	51576194	51579964
ENSMUSG00000018239	chr11	53215444	53224134
ENSMUSG00000018398	chr11	53409917	53440808
ENSMUSG00000018395	chr11	53458168	53495071
ENSMUSG00000052298	chr11	54589170	54678579
ENSMUSG00000018339	chr11	54793279	54802424
ENSMUSG00000018340	chr11	54869654	54924305
ENSMUSG00000018593	chr11	55285317	55314067
ENSMUSG00000018585	chr11	55336780	55352132
ENSMUSG00000018583	chr11	55360166	55395670
ENSMUSG00000013646	chr11	58221507	58241715
ENSMUSG00000009894	chr11	59295932	59342012
ENSMUSG00000032691	chr11	59432394	59457782
ENSMUSG00000032633	chr11	59682196	59701138
ENSMUSG00000032615	chr11	59730273	59771794
ENSMUSG00000056598	chr11	60242895	60287301
ENSMUSG00000018415	chr11	60307971	60341754
ENSMUSG00000010025	chr11	61114243	61158841
ENSMUSG00000010122	chr11	61234226	61269171
ENSMUSG00000014243	chr11	62158041	62172252
ENSMUSG00000018501	chr11	62206297	62349368
ENSMUSG00000014245	chr11	62348246	62405243
ENSMUSG00000018509	chr11	62415758	62430114
ENSMUSG00000014177	chr11	62770265	62807610
ENSMUSG00000018217	chr11	63019718	63050600
ENSMUSG00000033389	chr11	64892864	65053802
ENSMUSG00000033352	chr11	65579068	65679182
ENSMUSG00000055775	chr11	67167746	67199462
ENSMUSG00000033066	chr11	67345917	67579756
ENSMUSG00000018736	chr11	68698978	68762786
ENSMUSG00000052921	chr11	68833973	68848317
ENSMUSG00000032892	chr11	68863310	68866011
ENSMUSG00000032782	chr11	69190313	69214731
ENSMUSG00000018474	chr11	69234088	69260252
ENSMUSG00000018476	chr11	69289334	69304501
ENSMUSG00000018765	chr11	69523754	69544123
ENSMUSG00000018761	chr11	69547523	69553478
ENSMUSG00000018774	chr11	69555037	69557067
ENSMUSG00000018750	chr11	69656726	69674849
ENSMUSG00000018569	chr11	69852648	69858711
ENSMUSG00000018565	chr11	69858169	69873796
ENSMUSG00000018559	chr11	69871502	69881435
ENSMUSG00000018567	chr11	69881888	69886109
ENSMUSG00000018572	chr11	69886603	69890835
ENSMUSG00000018574	chr11	69900853	69906270
ENSMUSG00000018286	chr11	70416183	70418684
ENSMUSG00000014606	chr11	70524697	70538305
ENSMUSG00000018293	chr11	70540882	70545976
ENSMUSG00000018287	chr11	70554592	70560242
ENSMUSG00000018449	chr11	70860972	70868907
ENSMUSG00000018446	chr11	70868649	70873861
ENSMUSG00000018442	chr11	70896913	70910675
ENSMUSG00000018451	chr11	70922767	70924339
ENSMUSG00000055670	chr11	72686991	72817946
ENSMUSG00000010554	chr11	74661655	74719351
ENSMUSG00000018809	chr11	75239205	75305358
ENSMUSG00000017781	chr11	75478891	75520416
ENSMUSG00000017774	chr11	75541315	75565430
ENSMUSG00000017776	chr11	75570085	75597737
ENSMUSG00000017288	chr11	75933487	76070811
ENSMUSG00000017286	chr11	76011813	76134551
ENSMUSG00000017631	chr11	76307560	76514435
ENSMUSG00000010392	chr11	76617420	76654456
ENSMUSG00000011877	chr11	77384112	77398637
ENSMUSG00000017291	chr11	77419988	77498686
ENSMUSG00000017453	chr11	77771439	77784922
ENSMUSG00000017386	chr11	78048186	78056417
ENSMUSG00000010277	chr11	78152524	78181500
ENSMUSG00000017615	chr11	78413676	78427162
ENSMUSG00000017376	chr11	78457994	78588431
ENSMUSG00000018334	chr11	78904266	79037308
ENSMUSG00000017677	chr11	79130198	79145531
ENSMUSG00000017639	chr11	79481947	79589793
ENSMUSG00000017548	chr11	79883891	79925421
ENSMUSG00000017561	chr11	79898670	79972031
ENSMUSG00000017550	chr11	79980200	80026623
ENSMUSG00000017686	chr11	80099812	80159656
ENSMUSG00000017421	chr11	80274105	80296700
ENSMUSG00000017428	chr11	80319400	80364074
ENSMUSG00000035441	chr11	80372952	80670883
ENSMUSG00000035413	chr11	80700551	80713109
ENSMUSG00000035385	chr11	81926397	81928279
ENSMUSG00000035373	chr11	81936532	81938351
ENSMUSG00000035352	chr11	81992645	81994466
ENSMUSG00000009185	chr11	82006007	82007625
ENSMUSG00000018841	chr11	82763990	82781466
ENSMUSG00000054404	chr11	82842100	82855666
ENSMUSG00000035152	chr11	83189501	83295878
ENSMUSG00000035042	chr11	83416602	83425942
ENSMUSG00000034940	chr11	83855089	83936074
ENSMUSG00000018648	chr11	83938521	83960087
ENSMUSG00000018651	chr11	83969064	84020476
ENSMUSG00000018697	chr11	84313680	84404485
ENSMUSG00000018698	chr11	84408803	84416368
ENSMUSG00000018481	chr11	85078088	85125974
ENSMUSG00000034329	chr11	85948957	86092592
ENSMUSG00000018068	chr11	86101507	86148416
ENSMUSG00000034297	chr11	86157859	86248748
ENSMUSG00000018171	chr11	86474269	86574853
ENSMUSG00000018425	chr11	86656890	86698572
ENSMUSG00000018427	chr11	86827251	86884646
ENSMUSG00000018548	chr11	87017845	87141701
ENSMUSG00000010342	chr11	87295793	87446651
ENSMUSG00000018401	chr11	87482820	87507128
ENSMUSG00000018379	chr11	87938129	87944581
ENSMUSG00000018377	chr11	87958501	87975555
ENSMUSG00000018378	chr11	87988884	88086824
ENSMUSG00000018428	chr11	88721610	88755453
ENSMUSG00000033983	chr11	88861078	88882445
ENSMUSG00000054079	chr11	93749879	93776978
ENSMUSG00000018381	chr11	95720900	95733302
ENSMUSG00000014349	chr11	95937207	95956244
ENSMUSG00000056648	chr11	96172731	96176160
ENSMUSG00000018666	chr11	96679933	96700423
ENSMUSG00000018672	chr11	96740668	96752029
ENSMUSG00000018669	chr11	96797961	96807389
ENSMUSG00000018659	chr11	96827783	96834892
ENSMUSG00000018678	chr11	96844158	96873785
ENSMUSG00000018537	chr11	97579647	97591690
ENSMUSG00000018547	chr11	97605983	97635600
ENSMUSG00000018541	chr11	97636297	97657415
ENSMUSG00000017404	chr11	97917536	97922687
ENSMUSG00000018160	chr11	98042980	98084163
ENSMUSG00000018167	chr11	98249166	98272094
ENSMUSG00000007877	chr11	98274637	98275779
ENSMUSG00000017221	chr11	98573362	98586812
ENSMUSG00000017210	chr11	98595412	98622063
ENSMUSG00000052915	chr11	98685998	98698685
ENSMUSG00000017493	chr11	98932064	98945218
ENSMUSG00000006931	chr11	100298949	100306028
ENSMUSG00000017176	chr11	100312280	100332634
ENSMUSG00000006782	chr11	100465730	100482936
ENSMUSG00000014195	chr11	100473624	100511035
ENSMUSG00000017837	chr11	100510044	100518436
ENSMUSG00000017747	chr11	100656854	100665263
ENSMUSG00000017801	chr11	100978080	100983043
ENSMUSG00000017802	chr11	100987148	101011105
ENSMUSG00000035198	chr11	101010744	101017251
ENSMUSG00000006920	chr11	101081934	101117315
ENSMUSG00000035112	chr11	101151246	101168235
ENSMUSG00000017188	chr11	101163388	101169940
ENSMUSG00000035086	chr11	101176769	101193122
ENSMUSG00000035007	chr11	101314979	101327207
ENSMUSG00000010358	chr11	101339221	101352693
ENSMUSG00000034993	chr11	101349294	101357083
ENSMUSG00000017146	chr11	101379577	101442781
ENSMUSG00000017119	chr11	101442962	101472781
ENSMUSG00000034947	chr11	101473064	101482633
ENSMUSG00000010362	chr11	101518021	101527823
ENSMUSG00000034931	chr11	101623728	101659832
ENSMUSG00000017309	chr11	101932328	101946950
ENSMUSG00000034793	chr11	102080410	102088876
ENSMUSG00000008855	chr11	102085245	102121072
ENSMUSG00000034757	chr11	102175729	102182242
ENSMUSG00000018677	chr11	102292585	102299602
ENSMUSG00000034708	chr11	102321141	102327874
ENSMUSG00000034685	chr11	102326378	102338524
ENSMUSG00000034621	chr11	102366738	102447297
ENSMUSG00000034520	chr11	102686879	102710532
ENSMUSG00000056938	chr11	102992198	103006716
ENSMUSG00000055805	chr11	103061480	103089731
ENSMUSG00000034255	chr11	103221914	103254518
ENSMUSG00000034247	chr11	103255099	103303544
ENSMUSG00000034187	chr11	103712592	103844936
ENSMUSG00000018411	chr11	104122024	104222946
ENSMUSG00000018412	chr11	104224055	104360602
ENSMUSG00000099681	chr11	105068552	105072259
ENSMUSG00000053580	chr11	105480539	105820130
ENSMUSG00000018372	chr11	106679471	106711823
ENSMUSG00000018363	chr11	106710889	106811583
ENSMUSG00000018433	chr11	107056802	107080214
ENSMUSG00000018800	chr11	110160195	110228542
ENSMUSG00000018661	chr11	113539995	113560154
ENSMUSG00000034714	chr11	114566230	114611809
ENSMUSG00000034652	chr11	114768840	114795480
ENSMUSG00000015542	chr11	115073185	115078720
ENSMUSG00000034566	chr11	115305263	115311342
ENSMUSG00000016940	chr11	115310861	115323902
ENSMUSG00000034427	chr11	115749232	115783429
ENSMUSG00000016559	chr11	115912738	115918788
ENSMUSG00000034341	chr11	115969395	115977969
ENSMUSG00000034282	chr11	116111385	116128923
ENSMUSG00000052949	chr11	116226903	116304220
ENSMUSG00000015869	chr11	116360405	116385461
ENSMUSG00000056962	chr11	116728252	116734630
ENSMUSG00000034120	chr11	116740723	116744518
ENSMUSG00000025571	chr11	117544908	117654265
ENSMUSG00000025572	chr11	117656810	117673080
ENSMUSG00000025574	chr11	117702770	117717042
ENSMUSG00000017718	chr11	117716712	117730734
ENSMUSG00000017716	chr11	117740040	117746581
ENSMUSG00000053113	chr11	117856905	117860898
ENSMUSG00000017715	chr11	117877118	117941752
ENSMUSG00000017132	chr11	118022845	118139485
ENSMUSG00000033909	chr11	118150471	118181086
ENSMUSG00000017466	chr11	118191887	118246566
ENSMUSG00000033880	chr11	118280716	118292918
ENSMUSG00000025575	chr11	118295846	118309985
ENSMUSG00000025579	chr11	119158708	119176525
ENSMUSG00000025580	chr11	119177570	119190933
ENSMUSG00000025583	chr11	119493731	119790402
ENSMUSG00000025793	chr11	120358446	120375086
ENSMUSG00000025792	chr11	120382359	120391985
ENSMUSG00000052812	chr12	4967301	5097408
ENSMUSG00000054364	chr12	8547661	8550009
ENSMUSG00000011179	chr12	17594383	17601507
ENSMUSG00000052632	chr12	21040460	21320172
ENSMUSG00000054309	chr12	21335392	21365191
ENSMUSG00000052593	chr12	21373510	21423672
ENSMUSG00000055917	chr12	40364888	40495901
ENSMUSG00000056899	chr12	41074089	42002371
ENSMUSG00000014905	chr12	44252341	44257171
ENSMUSG00000035293	chr12	51394803	51423771
ENSMUSG00000035247	chr12	51790404	51877275
ENSMUSG00000035181	chr12	51922652	52018154
ENSMUSG00000035142	chr12	52144483	52359782
ENSMUSG00000035133	chr12	52549920	52618760
ENSMUSG00000035105	chr12	54225767	54250673
ENSMUSG00000054302	chr12	54717125	54742682
ENSMUSG00000035021	chr12	54939053	55061139
ENSMUSG00000012076	chr12	55883103	55916522
ENSMUSG00000035472	chr12	56759419	57244257
ENSMUSG00000035329	chr12	59247430	59266540
ENSMUSG00000055884	chr12	65122377	65178832
ENSMUSG00000034892	chr12	69204495	69205960
ENSMUSG00000034801	chr12	69630098	69729162
ENSMUSG00000054894	chr12	69771705	69792635
ENSMUSG00000034761	chr12	69848409	69940214
ENSMUSG00000034601	chr12	71183622	71290077
ENSMUSG00000034574	chr12	71877692	72039150
ENSMUSG00000034501	chr12	72582928	72627807
ENSMUSG00000056459	chr12	76393982	76417168
ENSMUSG00000033454	chr12	76414048	76448862
ENSMUSG00000052609	chr12	76577665	76627262
ENSMUSG00000033373	chr12	76812250	76968186
ENSMUSG00000015143	chr12	80212233	80307547
ENSMUSG00000032705	chr12	80509858	80547001
ENSMUSG00000010608	chr12	83678010	83731654
ENSMUSG00000097762	chr12	84065166	84100581
ENSMUSG00000052392	chr12	84085081	84095375
ENSMUSG00000098134	chr12	84463970	84465352
ENSMUSG00000008822	chr12	85318550	85335212
ENSMUSG00000034290	chr12	85346285	85386163
ENSMUSG00000034271	chr12	85645015	85690570
ENSMUSG00000034266	chr12	85733423	85755861
ENSMUSG00000034258	chr12	85792724	85864213
ENSMUSG00000012609	chr12	85871408	86108667
ENSMUSG00000007867	chr12	86129269	86209234
ENSMUSG00000034168	chr12	86927475	86931572
ENSMUSG00000034157	chr12	86993817	87029866
ENSMUSG00000034126	chr12	87153635	87194742
ENSMUSG00000034111	chr12	87213011	87247260
ENSMUSG00000021886	chr12	98234886	98242980
ENSMUSG00000033713	chr12	99156337	99530218
ENSMUSG00000033530	chr12	100267028	100487472
ENSMUSG00000054150	chr12	104896192	104976345
ENSMUSG00000056770	chr12	108072689	108145667
ENSMUSG00000021264	chr12	108758842	108786074
ENSMUSG00000021266	chr12	108825955	108860188
ENSMUSG00000021268	chr12	109506877	109538165
ENSMUSG00000097451	chr12	109570242	109628150
ENSMUSG00000098202	chr12	109642711	109680989
ENSMUSG00000017843	chr12	110413523	110549511
ENSMUSG00000018707	chr12	110567821	110635470
ENSMUSG00000056508	chr12	110612493	110649083
ENSMUSG00000021270	chr12	110656842	110669166
ENSMUSG00000056458	chr12	110770094	110807421
ENSMUSG00000021271	chr12	110816687	110845332
ENSMUSG00000021276	chr12	110837588	110855969
ENSMUSG00000021275	chr12	110855691	110938833
ENSMUSG00000021277	chr12	111132776	111233589
ENSMUSG00000021278	chr12	111237524	111244001
ENSMUSG00000021279	chr12	111259410	111344233
ENSMUSG00000021280	chr12	111383451	111398112
ENSMUSG00000021281	chr12	111408858	111421452
ENSMUSG00000010529	chr12	111451043	111452257
ENSMUSG00000021282	chr12	111502067	111514340
ENSMUSG00000007411	chr12	111540091	111623193
ENSMUSG00000021288	chr12	111724555	111775796
ENSMUSG00000021286	chr12	111780589	111810327
ENSMUSG00000021285	chr12	111794891	111874576
ENSMUSG00000021290	chr12	111925397	111933510
ENSMUSG00000021298	chr12	112814493	112831848
ENSMUSG00000011158	chr12	112923369	112964324
ENSMUSG00000033799	chr13	3616035	3661210
ENSMUSG00000033781	chr13	3683920	3703828
ENSMUSG00000033499	chr13	9143851	9224487
ENSMUSG00000021311	chr13	12197598	12273090
ENSMUSG00000052374	chr13	12281303	12356693
ENSMUSG00000021306	chr13	13531198	13568599
ENSMUSG00000021302	chr13	14224331	14238073
ENSMUSG00000015672	chr13	14782769	14787750
ENSMUSG00000015671	chr13	14787804	14848821
ENSMUSG00000021318	chr13	15637809	15904611
ENSMUSG00000055137	chr13	17032057	17870138
ENSMUSG00000012429	chr13	17869777	17874333
ENSMUSG00000008859	chr13	18055156	18118824
ENSMUSG00000021319	chr13	19807274	19817164
ENSMUSG00000021322	chr13	20978283	21220787
ENSMUSG00000021326	chr13	21363445	21378894
ENSMUSG00000021327	chr13	21571173	21587171
ENSMUSG00000022228	chr13	21626310	21637931
ENSMUSG00000052565	chr13	23737436	23744860
ENSMUSG00000018102	chr13	23867631	23878163
ENSMUSG00000006611	chr13	23886017	23894914
ENSMUSG00000021335	chr13	24051733	24079713
ENSMUSG00000021338	chr13	24196327	24465310
ENSMUSG00000016756	chr13	24511222	24661360
ENSMUSG00000006715	chr13	24935812	24946084
ENSMUSG00000006717	chr13	24998351	25015547
ENSMUSG00000021339	chr13	25171464	25204367
ENSMUSG00000016477	chr13	30090558	30170046
ENSMUSG00000021357	chr13	30968416	31158110
ENSMUSG00000021400	chr13	32985961	33054898
ENSMUSG00000021408	chr13	34186141	34221130
ENSMUSG00000021411	chr13	34811817	34837469
ENSMUSG00000021413	chr13	35059285	35090047
ENSMUSG00000021416	chr13	35130084	35147911
ENSMUSG00000021417	chr13	35161718	35211079
ENSMUSG00000021420	chr13	36301324	36910254
ENSMUSG00000021423	chr13	37529184	37603012
ENSMUSG00000021427	chr13	38149556	38178224
ENSMUSG00000021428	chr13	38220971	38245409
ENSMUSG00000021431	chr13	38388824	38411641
ENSMUSG00000021432	chr13	39116110	39144885
ENSMUSG00000021360	chr13	41013230	41114370
ENSMUSG00000021361	chr13	41169741	41199140
ENSMUSG00000021364	chr13	41335857	41374112
ENSMUSG00000021365	chr13	41463057	41640838
ENSMUSG00000021366	chr13	42205473	42346013
ENSMUSG00000021367	chr13	42446301	42461466
ENSMUSG00000054728	chr13	42834042	43292002
ENSMUSG00000021368	chr13	43305199	43325729
ENSMUSG00000054021	chr13	43518856	43550487
ENSMUSG00000021371	chr13	43691869	43713738
ENSMUSG00000015396	chr13	43938251	43956634
ENSMUSG00000021373	chr13	46655324	46803773
ENSMUSG00000021374	chr13	46830473	46881492
ENSMUSG00000021375	chr13	46902563	47083687
ENSMUSG00000021376	chr13	47175958	47198213
ENSMUSG00000021377	chr13	47238174	47259722
ENSMUSG00000021379	chr13	48414558	48419502
ENSMUSG00000021384	chr13	49378985	49402182
ENSMUSG00000021385	chr13	49574669	49618055
ENSMUSG00000021391	chr13	49617492	49806396
ENSMUSG00000021388	chr13	49697609	49721057
ENSMUSG00000021390	chr13	49761349	49780412
ENSMUSG00000021392	chr13	49806544	49833171
ENSMUSG00000021395	chr13	51253717	51306596
ENSMUSG00000035139	chr13	51805610	51838083
ENSMUSG00000021451	chr13	51836318	51947922
ENSMUSG00000021453	chr13	52000714	52002508
ENSMUSG00000021457	chr13	52736696	52802828
ENSMUSG00000021460	chr13	52988946	53083748
ENSMUSG00000056749	chr13	53121245	53137010
ENSMUSG00000021464	chr13	53263348	53440247
ENSMUSG00000021468	chr13	53486729	53531449
ENSMUSG00000021474	chr13	54225709	54262375
ENSMUSG00000025867	chr13	54519154	54531730
ENSMUSG00000025872	chr13	54604629	54616666
ENSMUSG00000025871	chr13	54690533	54713248
ENSMUSG00000025869	chr13	54731998	54738678
ENSMUSG00000025868	chr13	54738018	54738971
ENSMUSG00000025873	chr13	54769596	54813238
ENSMUSG00000034928	chr13	54827208	54841909
ENSMUSG00000025878	chr13	55175693	55248131
ENSMUSG00000021481	chr13	55253061	55282985
ENSMUSG00000021488	chr13	55357560	55466138
ENSMUSG00000034789	chr13	55466132	55469793
ENSMUSG00000021486	chr13	55468313	55474506
ENSMUSG00000021484	chr13	55491645	55510703
ENSMUSG00000021490	chr13	55546000	55563413
ENSMUSG00000034675	chr13	55620802	55636433
ENSMUSG00000021493	chr13	55643608	55662151
ENSMUSG00000021494	chr13	55677137	55684507
ENSMUSG00000021495	chr13	55685594	55718956
ENSMUSG00000021504	chr13	55747709	55758733
ENSMUSG00000021501	chr13	55770117	55780246
ENSMUSG00000021500	chr13	55782841	55829069
